GATE_SH_US: 4192.672,956.1194,3135.515,965.5242,1,0
GATE_SL_US: -1552.805,1122.267,-1041.301,1116.268,1,0
GATE_TM_US: -4449.643,-401.4492,-3408.1,-494.5321,1,0
US_A01: -1315.805,1086.267,-919.3009,1061.267,1,1
US_A02: -1112.802,1254.269,-733.3009,1201.268,1,1
US_A03: -985.8047,1101.267,-622.3017,1078.267,1,1
US_A04: -848.206,1265.069,-555.9018,1210.868,1,1
US_A05: -654.2083,1243.067,-377.9015,1158.868,1,1
US_A06: -483.2078,951.0674,-198.9025,687.8663,1,1
US_A07: -638.2086,1075.067,-403.9011,1033.868,1,1
US_A08: -634.7086,970.5667,-365.7028,909.6669,1,1
US_A09: -628.7083,884.5671,-384.7024,775.6669,1,1
US_A10: -619.4583,590.9001,-376.6192,530.7499,1,1
US_A11: -444.4585,418.9006,-151.6197,413.7503,1,1
US_A12: -117.4574,269.6864,-48.19168,261.1784,1,1
US_B01: 165.0762,372.5532,277.9413,457.2457,1,1
US_B02: 527.3882,363.9282,462.1913,433.7457,1,1
US_B03: 886.682,366.5162,767.1911,437.2746,1,1
US_B04: -0.3276252,110.1205,20.51356,-18.47707,1,1
US_B05: 133.8214,-49.17898,51.51336,-176.4763,1,1
US_B06: 352.0427,-416.9142,221.7644,-528.2965,1,1
US_B07: -89.27304,-392.3525,-26.41175,-478.8234,1,1
US_B08: 958.1026,102.3676,837.7104,64.29053,1,1
US_B09: 1086.105,-148.6322,655.711,-161.7093,1,1
US_B10: 1109.105,-516.6334,724.711,-492.709,1,1
US_B11: 744.2127,-531.2548,419.6701,-503.8062,1,1
US_B12: 1922.673,86.12048,1451.514,99.52322,1,1
US_B13: 1800.677,-75.87919,1311.514,-16.47698,1,1
US_B14: 1676.953,-239.4364,1154.363,-241.4266,1,1
US_B15: 1305.952,-204.4364,959.3634,-172.4268,1,1
US_B16: 2003.952,-330.4362,1525.363,-271.4269,1,1
US_B17: 2081.952,-435.4366,1540.363,-383.4269,1,1
US_B18: 1999.214,-523.2548,1472.67,-500.8062,1,1
US_B19: 1729.214,-523.2548,1312.67,-502.8062,1,1
US_B20: 1412.775,-530.0551,1015.51,-504.5062,1,1
US_B21: 1414.045,-679.9166,1069.764,-705.2963,1,1
US_B22: 1522.729,-852.3538,1223.59,-861.8234,1,1
US_B23: 1254.729,-990.3546,955.5888,-874.8234,1,1
US_B24: 48.72646,-313.3522,69.58846,-364.8234,1,1
US_B25: 481.2411,-190.8324,327.2282,-179.2905,1,1
US_C01: 1199.685,378.5162,1042.191,435.2746,1,1
US_C02: 1713.687,488.5162,1232.191,445.2746,1,1
US_C03: 1902.682,248.0401,1434.333,315.6076,1,1
US_C04: 2203.681,413.0402,1497.335,429.608,1,1
US_C05: 2423.681,275.0402,1778.337,291.6077,1,1
US_C06: 2830.681,415.0402,1856.337,468.608,1,1
US_C07: 3218.16,453.7999,2329.859,452.8082,1,1
US_C08: 3387.16,452.8003,2474.858,472.8083,1,1
US_C09: 3219.828,618.4656,2328.895,597.1412,1,1
US_C10: 3376.186,729.0021,2475.108,703.9629,1,1
US_C11: 3213.186,801.0037,2326.109,821.9631,1,1
US_C12: 3223.987,1024.037,2362.875,1054.263,1,1
US_C13: 3464.884,964.9415,2550.15,1016.827,1,1
US_C14: 3716.673,943.1235,2685.515,998.5242,1,1
US_C15: 4021.675,943.1235,2964.515,998.5242,1,1
US_C16: 3547.075,497.8535,2643.608,536.9452,1,1
US_D01: 1046.811,-957.8735,828.5072,-854.7031,1,1
US_D02: 796.4474,-945.7443,555.7386,-845.2681,1,1
US_D03: 359.5906,-945.4575,196.2819,-845.4542,1,1
US_D04: -153.7346,-906.5698,-168.3228,-833.7208,1,1
US_D05: -480.8865,-830.197,-314.3233,-861.7208,1,1
US_D06: -942.8864,-973.1948,-664.3222,-863.7208,1,1
US_D07: -1142.885,-955.1943,-927.3219,-865.7208,1,1
US_D08: -186.1678,-461.6898,-94.89697,-592.4404,1,1
US_D09: -299.5124,-527.7922,-246.0631,-535.9921,1,1
US_D10: -467.1434,-623.5269,-393.0621,-637.9921,1,1
US_D11: -814.1435,-494.5266,-776.0622,-563.9921,1,1
US_D12: -1175.365,-636.9904,-943.0473,-745.5087,1,1
US_D13: -814.4287,-283.5508,-650.8523,-424.3627,1,1
US_D14: -1172.365,-458.9898,-920.047,-410.509,1,1
US_D15: -1471.996,-878.0958,-1302.726,-873.4616,1,1
US_D16: -1568.022,-715.8975,-1259.738,-629.1088,1,1
US_D17: -1828.892,-882.5474,-1453.715,-876.6207,1,1
US_D18: -2174.882,-827.4135,-1814.215,-766.7769,1,1
US_D19: -1921.891,-909.5474,-1563.715,-875.6207,1,1
US_E01: 759.7265,719.6473,470.5887,752.1766,2,1
US_E02: 1041.729,805.6473,733.5885,748.1766,2,1
US_E03: 1325.604,742.0428,916.6161,808.4374,2,1
US_E04: 1050.605,1092.043,730.6159,1084.439,2,1
US_E05: 1145.906,1265.711,747.2829,1306.422,2,1
US_E06: 1044.679,1474.376,748.7428,1458.607,2,1
US_E07: 1012.436,1070.679,617.9552,1120.5,2,1
US_E08: 1127.679,1370.376,871.7431,1435.607,2,1
US_F01: -2915.882,-827.4135,-2473.214,-767.7769,1,1
US_F02: -3322.849,-930.9235,-2473.851,-891.4791,1,1
US_F03: -3648.85,-886.3444,-2833.851,-855.4791,1,1
US_F04: -3518.528,-963.5634,-2632.997,-996.0734,1,1
US_F05: -3515.289,-1034.574,-2600.121,-1123.268,1,1
US_F06: -3624.289,-810.231,-2614.999,-629.6425,1,1
US_F07: -3684.289,-854.231,-2734.999,-634.6425,1,1
US_F08: -4164.418,-826.7559,-3204.761,-775.3848,1,1
